연번,조사기관(자료회신기관),업소명,품목명,품목기준코드,품목구분,제조/수입,전문/일반,조사 항목,,,,,,,해당 품목 자료 작성자 정보,,
,,,,,,,,"부작용피해구제 안내문구 표시 여부
(포장, 용기, 첨부문서 중 일부라도 표시한 경우, O)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우, X)","피해구제 표준도안 사용여부
(포장, 용기, 첨부문서 중 일부라도 표시한 경우, O)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우, X)",표시위치,"구체적인 표시 문구
(포장, 용기, 첨부문서 각각)","미표시 사유
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우만 작성)","향후 표시 계획(시기)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우만 작성)",건의사항,이름,전화번호,이메일주소
610,한국바이오의약품협회,(주)종근당,종근당세프티족심주0.5그램(세프티족심나트륨)(수출명:웰족스주0.5그램),200200164,의약품,제조,전문의약품,,,,,,,,,,
611,한국바이오의약품협회,(주)종근당,종근당세프티족심주1그램(세프티족심나트륨)(수출명:웰족스주1그램),200200165,의약품,제조,전문의약품,,,,,,,,,,
612,한국바이오의약품협회,(주)종근당,"크목실린정625밀리그램[수출명: 클루목스정625mg(CLUMOX TABLET 625mg),코멘틴정625mg(KOMENTIN TABLET 625mg)
]",200200169,의약품,제조,전문의약품,,,,,,,,,,
613,한국바이오의약품협회,(주)종근당,심바로드정20밀리그램(심바스타틴),200200173,의약품,제조,전문의약품,,,,,,,,,,
614,한국바이오의약품협회,(주)종근당,싸이메빈정주(간시클로버),200209709,의약품,수입,전문의약품,,,,,,,,,,
615,한국바이오의약품협회,(주)종근당,캄토벨주(벨로테칸(CKD-602)),200300087,의약품,제조,전문의약품,,,,,,,,,,
616,한국바이오의약품협회,(주)종근당,멜락스캡슐7.5밀리그램(멜록시캄),200300089,의약품,제조,전문의약품,,,,,,,,,,
617,한국바이오의약품협회,(주)종근당,투스딘골드캡슐,200300092,의약품,제조,일반의약품,,,,,,,,,,
618,한국바이오의약품협회,(주)종근당,젠빅연질캡슐,200300095,의약품,제조,일반의약품,,,,,,,,,,
619,한국바이오의약품협회,(주)종근당,엘도란트캡슐(에르도스테인),200300100,의약품,제조,일반의약품,,,,,,,,,,
620,한국바이오의약품협회,(주)종근당,엘도란트건조시럽(에르도스테인),200300101,의약품,제조,전문의약품,,,,,,,,,,
621,한국바이오의약품협회,(주)종근당,세클로낙정(아세클로페낙),200300102,의약품,제조,전문의약품,,,,,,,,,,
622,한국바이오의약품협회,(주)종근당,레바라틴정(레바미피드),200300103,의약품,제조,전문의약품,,,,,,,,,,
623,한국바이오의약품협회,(주)종근당,네오마릴정2밀리그램(글리메피리드),200300104,의약품,제조,전문의약품,,,,,,,,,,
624,한국바이오의약품협회,(주)종근당,타크로벨캡슐1밀리그램(타크로리무스수화물),200400102,의약품,제조,전문의약품,,,,,,,,,,
625,한국바이오의약품협회,(주)종근당,프로스몰정(피나스테리드),200400104,의약품,제조,전문의약품,,,,,,,,,,
626,한국바이오의약품협회,(주)종근당,가바렙캡슐300밀리그람(가바펜틴),200400105,의약품,제조,전문의약품,,,,,,,,,,
627,한국바이오의약품협회,(주)종근당,헤리클로건조시럽125mg/5ml(클래리트로마이신),200400110,의약품,제조,전문의약품,,,,,,,,,,
628,한국바이오의약품협회,(주)종근당,멜락스캡슐15밀리그램(멜록시캄),200400112,의약품,제조,전문의약품,,,,,,,,,,
629,한국바이오의약품협회,(주)종근당,애니디핀정(암로디핀말레산염),200400113,의약품,제조,전문의약품,,,,,,,,,,
630,한국바이오의약품협회,(주)종근당,모드콜시럽,200400116,의약품,제조,일반의약품,,,,,,,,,,
631,한국바이오의약품협회,(주)종근당,락토웰장용캡슐(바실루스서브틸리스균·엔테로코쿠스페슘균배양물),200400118,의약품,제조,일반의약품,,,,,,,,,,
632,한국바이오의약품협회,(주)종근당,심바로드정40밀리그램(심바스타틴),200400121,의약품,제조,전문의약품,,,,,,,,,,
633,한국바이오의약품협회,(주)종근당,네오마릴정1밀리그램(글리메피리드),200400122,의약품,제조,전문의약품,,,,,,,,,,
634,한국바이오의약품협회,(주)종근당,이펙트라캡슐(이트라코나졸),200400123,의약품,제조,전문의약품,,,,,,,,,,
635,한국바이오의약품협회,(주)종근당,포사퀸정70밀리그람(알렌드론산나트륨),200500125,의약품,제조,전문의약품,,,,,,,,,,
636,한국바이오의약품협회,(주)종근당,가바렙캡슐100밀리그람(가바펜틴),200500128,의약품,제조,전문의약품,,,,,,,,,,
637,한국바이오의약품협회,(주)종근당,콜라잘캡슐(발살라지드이나트륨이수화물),200500130,의약품,제조,전문의약품,,,,,,,,,,
638,한국바이오의약품협회,(주)종근당,타크로벨캡슐0.5밀리그램(타크로리무스수화물),200500132,의약품,제조,전문의약품,,,,,,,,,,
639,한국바이오의약품협회,(주)종근당,팜스터정250밀리그램(팜시클로비르),200500135,의약품,제조,전문의약품,,,,,,,,,,
640,한국바이오의약품협회,(주)종근당,하트프릴정2.5밀리그램(라미프릴),200500140,의약품,제조,전문의약품,,,,,,,,,,
641,한국바이오의약품협회,(주)종근당,팜스터정750밀리그램(팜시클로비르),200500144,의약품,제조,전문의약품,,,,,,,,,,
642,한국바이오의약품협회,(주)종근당,가바렙정600밀리그람(가바펜틴),200500145,의약품,제조,전문의약품,,,,,,,,,,
643,한국바이오의약품협회,(주)종근당,훼러진플러스캡슐,200500150,의약품,제조,일반의약품,,,,,,,,,,
644,한국바이오의약품협회,(주)종근당,타크로벨캡슐0.25밀리그램(타크로리무스수화물),200500161,의약품,제조,전문의약품,,,,,,,,,,
645,한국바이오의약품협회,(주)종근당,펙손정120밀리그램(펙소페나딘염산염),200500162,의약품,제조,일반의약품,,,,,,,,,,
646,한국바이오의약품협회,(주)종근당,파로세닌정20밀리그램(파록세틴염산염수화물),200512186,의약품,제조,전문의약품,,,,,,,,,,
647,한국바이오의약품협회,(주)종근당,종근당글리아티린연질캡슐(콜린알포세레이트),200600026,의약품,제조,전문의약품,,,,,,,,,,
648,한국바이오의약품협회,(주)종근당,하트프릴프로텍트정(라미프릴),200600028,의약품,제조,전문의약품,,,,,,,,,,
649,한국바이오의약품협회,(주)종근당,파로세닌정10밀리그램(파록세틴염산염수화물),200605344,의약품,제조,전문의약품,,,,,,,,,,
650,한국바이오의약품협회,(주)종근당,동의고카타플라스마(수출명:coolrunning),200607950,의약품,제조,일반의약품,,,,,,,,,,
651,한국바이오의약품협회,(주)종근당,뉴라벨정20밀리그램(라베프라졸나트륨),200610960,의약품,제조,전문의약품,,,,,,,,,,
652,한국바이오의약품협회,(주)종근당,모프리드정5밀리그램(모사프리드시트르산염수화물),200700790,의약품,제조,전문의약품,,,,,,,,,,
653,한국바이오의약품협회,(주)종근당,뉴로페질정10밀리그램(도네페질염산염일수화물),200700814,의약품,제조,전문의약품,,,,,,,,,,
654,한국바이오의약품협회,(주)종근당,살로탄정50밀리그램(로사르탄칼륨),200701405,의약품,제조,전문의약품,,,,,,,,,,
655,한국바이오의약품협회,(주)종근당,프리그렐정(클로피도그렐레지네이트),200701809,의약품,제조,전문의약품,,,,,,,,,,
656,한국바이오의약품협회,(주)종근당,라록시퀸정(라록시펜염산염일수화물),200702691,의약품,제조,전문의약품,,,,,,,,,,
657,한국바이오의약품협회,(주)종근당,오마리스정(리마프로스트알파덱스),200703835,의약품,제조,전문의약품,,,,,,,,,,
658,한국바이오의약품협회,(주)종근당,칼루타미정50밀리그램(비칼루타미드),200704019,의약품,제조,전문의약품,,,,,,,,,,
659,한국바이오의약품협회,(주)종근당,피글리토정15밀리그램(피오글리타존염산염),200704534,의약품,제조,전문의약품,,,,,,,,,,
660,한국바이오의약품협회,(주)종근당,살로탄플러스정,200706029,의약품,제조,전문의약품,,,,,,,,,,
661,한국바이오의약품협회,(주)종근당,살로탄플러스프로정,200706030,의약품,제조,전문의약품,,,,,,,,,,
662,한국바이오의약품협회,(주)종근당,살로탄플러스에프정,200706059,의약품,제조,전문의약품,,,,,,,,,,
663,한국바이오의약품협회,(주)종근당,타조페란주2.25그램,200706777,의약품,제조,전문의약품,,,,,,,,,,
664,한국바이오의약품협회,(주)종근당,타조페란주4.5그램,200706779,의약품,제조,전문의약품,,,,,,,,,,
665,한국바이오의약품협회,(주)종근당,리피로우정40밀리그램(아토르바스타틴칼슘삼수화물),200709389,의약품,제조,전문의약품,,,,,,,,,,
666,한국바이오의약품협회,(주)종근당,리피로우정20밀리그램(아토르바스타틴칼슘삼수화물),200709390,의약품,제조,전문의약품,,,,,,,,,,
667,한국바이오의약품협회,(주)종근당,래피셋세미정,200709641,의약품,제조,전문의약품,,,,,,,,,,
668,한국바이오의약품협회,(주)종근당,제스판골드정,200709913,의약품,제조,일반의약품,,,,,,,,,,
669,한국바이오의약품협회,(주)종근당,케펨플라스타(케토프로펜),200709963,의약품,제조,일반의약품,,,,,,,,,,
670,한국바이오의약품협회,(주)종근당,류마이드정20밀리그램(레플루노미드),200711634,의약품,제조,전문의약품,,,,,,,,,,
671,한국바이오의약품협회,(주)종근당,이토벨정(이토프리드염산염),200713079,의약품,제조,전문의약품,,,,,,,,,,
672,한국바이오의약품협회,(주)종근당,뉴라벨정10밀리그램(라베프라졸나트륨),200800405,의약품,제조,전문의약품,,,,,,,,,,
673,한국바이오의약품협회,(주)종근당,벨록사액상주5mg/mL(옥살리플라틴),200800495,의약품,제조,전문의약품,,,,,,,,,,
674,한국바이오의약품협회,(주)종근당,종근당세포테탄주1그램,200800664,의약품,제조,전문의약품,,,,,,,,,,
675,한국바이오의약품협회,(주)종근당,살로탄정100밀리그램(로사르탄칼륨),200802066,의약품,제조,전문의약품,,,,,,,,,,
676,한국바이오의약품협회,(주)종근당,리피로우정10밀리그램(아토르바스타틴칼슘삼수화물),200802327,의약품,제조,전문의약품,,,,,,,,,,
677,한국바이오의약품협회,(주)종근당,리피로우정80밀리그램(아토르바스타틴칼슘삼수화물),200803246,의약품,제조,전문의약품,,,,,,,,,,
678,한국바이오의약품협회,(주)종근당,타크로벨주5밀리그램(타크로리무스수화물),200803380,의약품,제조,전문의약품,,,,,,,,,,
679,한국바이오의약품협회,(주)종근당,애니디핀에스정2.5밀리그램(에스암로디핀베실산염이수화물),200803701,의약품,제조,전문의약품,,,,,,,,,,
680,한국바이오의약품협회,(주)종근당,리드로퀸정35밀리그램(리세드론산나트륨일수화물),200804092,의약품,제조,전문의약품,,,,,,,,,,
681,한국바이오의약품협회,(주)종근당,마이렙트캡슐250밀리그램(미코페놀레이트모페틸),200805418,의약품,제조,전문의약품,,,,,,,,,,
682,한국바이오의약품협회,(주)종근당,뉴로페질정5밀리그램(도네페질염산염일수화물),200805495,의약품,제조,전문의약품,,,,,,,,,,
683,한국바이오의약품협회,(주)종근당,발사벨정80밀리그램(발사르탄),200805550,의약품,제조,전문의약품,,,,,,,,,,
684,한국바이오의약품협회,(주)종근당,레세티잘정(레보세티리진염산염),200805680,의약품,제조,전문의약품,,,,,,,,,,
685,한국바이오의약품협회,(주)종근당,카디페어정5/10mg,200806024,의약품,제조,전문의약품,,,,,,,,,,
686,한국바이오의약품협회,(주)종근당,네오티가손캡슐10밀리그램(아시트레틴),200806769,의약품,수입,전문의약품,,,,,,,,,,
687,한국바이오의약품협회,(주)종근당,칸데모어정8밀리그램(칸데사르탄실렉세틸),200807205,의약품,제조,전문의약품,,,,,,,,,,
688,한국바이오의약품협회,(주)종근당,코발사벨정80/12.5밀리그램,200808272,의약품,제조,전문의약품,,,,,,,,,,
689,한국바이오의약품협회,(주)종근당,코발사벨정160/12.5밀리그램,200808273,의약품,제조,전문의약품,,,,,,,,,,
690,한국바이오의약품협회,(주)종근당,에스시탈정10밀리그램(에스시탈로프람옥살산염),200808362,의약품,제조,전문의약품,,,,,,,,,,
691,한국바이오의약품협회,(주)종근당,에스시탈정5밀리그램(에스시탈로프람옥살산염),200810125,의약품,제조,전문의약품,,,,,,,,,,
692,한국바이오의약품협회,(주)종근당,모놀레어정10밀리그램(몬테루카스트나트륨),200810320,의약품,제조,전문의약품,,,,,,,,,,
693,한국바이오의약품협회,(주)종근당,모놀레어츄정5밀리그램(몬테루카스트나트륨),200810517,의약품,제조,전문의약품,,,,,,,,,,
694,한국바이오의약품협회,(주)종근당,펜잘큐정,200810700,의약품,제조,일반의약품,,,,,,,,,,
695,한국바이오의약품협회,(주)종근당,류마이드정10밀리그램(레플루노미드),200810760,의약품,제조,전문의약품,,,,,,,,,,
696,한국바이오의약품협회,(주)종근당,로수로드정10밀리그램(로수바스타틴칼슘),200810870,의약품,제조,전문의약품,,,,,,,,,,
697,한국바이오의약품협회,(주)종근당,발사벨정160밀리그램(발사르탄),200900897,의약품,제조,전문의약품,,,,,,,,,,
698,한국바이오의약품협회,(주)종근당,칸데모어플러스정16/12.5밀리그램,200901207,의약품,제조,전문의약품,,,,,,,,,,
699,한국바이오의약품협회,(주)종근당,칼루타미정150밀리그램(비칼루타미드),200903782,의약품,제조,전문의약품,,,,,,,,,,
700,한국바이오의약품협회,(주)종근당,칸데모어정16밀리그램(칸데사르탄실렉세틸),200903974,의약품,제조,전문의약품,,,,,,,,,,
701,한국바이오의약품협회,(주)종근당,발사벨정40밀리그램(발사르탄),200904514,의약품,제조,전문의약품,,,,,,,,,,
702,한국바이오의약품협회,(주)종근당,액티리버모닝연질캡슐(밀크시슬열매건조엑스),200905151,한약(생약)제제등,제조,일반의약품,,,,,,,,,,
703,한국바이오의약품협회,(주)종근당,종근당류파프카타플라스마(펠비낙),200905268,의약품,제조,일반의약품,,,,,,,,,,
704,한국바이오의약품협회,(주)종근당,모놀레어츄정4밀리그램(몬테루카스트나트륨),200908333,의약품,제조,전문의약품,,,,,,,,,,
705,한국바이오의약품협회,(주)종근당,타미비어캡슐75밀리그램(오셀타미비르인산염),200908496,의약품,제조,전문의약품,,,,,,,,,,
706,한국바이오의약품협회,(주)종근당,타미비어캡슐45밀리그램(오셀타미비르인산염),200908497,의약품,제조,전문의약품,,,,,,,,,,
